invoice_id,vendor_id,invoice_number,invoice_date,received_date,due_date,gl_account_id,cost_center_id,currency_code,invoice_amount,invoice_amount_usd,fx_rate,tax_amount,discount_amount,payment_terms_code,invoice_status,description,po_number,approved_by,approved_date,created_at,updated_at
INV001098,V0170,V0170-30273,2022-03-04,2022-03-08,2022-04-03,6018,CC300,USD,39278.44,39666.04,1.009868,0.00,0.00,NET30,PARTIAL,Temporary staffing services,,b.patel@company.com,2022-03-15,2022-03-08 16:30:38,2022-03-15 14:55:54
INV001099,V0148,V0148-64829,2022-10-04,2022-10-06,2022-12-03,6000,CC200,SEK,7346.48,706.82,0.096212,0.00,0.00,NET60,OVERDUE,Janitorial and facilities services,PO51651,a.chen@company.com,2022-10-10,2022-10-06 10:22:48,2022-10-10 13:48:44
INV001100,V0161,V0161-2856,2025-03-19,2025-03-21,2025-04-18,6006,CC211,USD,148373.38,148806.78,1.002921,0.00,0.00,NET30,OPEN,Consulting fees - March project,PO66648,a.chen@company.com,2025-03-23,2025-03-21 18:39:16,2025-03-23 11:09:41
INV001101,V0015,V0015-31574,2022-07-04,2022-07-06,2022-07-14,6024,CC999,USD,9516.27,9697.06,1.018998,0.00,0.00,NET10,OPEN,Subscription renewal - annual,PO50917,c.smith@company.com,2022-07-07,2022-07-06 10:06:36,2022-07-07 18:28:42
INV001102,V0093,V0093-70807,2024-06-13,2024-06-16,2024-06-28,6001,CC402,USD,7639.22,7778.46,1.018227,499.90,0.00,NET15,PAID,Office supplies and materials,,c.smith@company.com,2024-06-18,2024-06-16 07:32:33,2024-06-18 18:08:53
INV001103,V0167,V0167-52961,2024-11-19,2024-11-21,2024-12-19,5001,CC501,USD,65101.85,64214.32,0.986367,3970.51,0.00,NET30,PAID,Monthly software license fee,,f.williams@company.com,2024-11-27,2024-11-21 15:24:45,2024-11-27 16:48:17
INV001104,V0134,V0134-63988,2023-08-23,2023-08-27,2023-09-22,5005,CC600,USD,255.62,252.48,0.987699,0.00,2.56,1_10_NET30,PAID,Cloud infrastructure services,PO79419,b.patel@company.com,2023-08-31,2023-08-27 15:32:09,2023-08-31 11:49:09
INV001105,V0118,V0118-45549,2025-02-27,2025-03-01,2025-03-29,6003,CC900,JPY,1579.52,10.62,0.006725,0.00,0.00,IMMEDIATE,PAID,Staffing services - contract labor,PO28928,d.johnson@company.com,2025-03-07,2025-03-01 14:07:28,2025-03-07 16:32:37
INV001106,V0050,V0050-23447,2023-04-12,2023-04-15,2023-05-12,6014,CC910,DKK,8048.90,1150.34,0.142919,723.02,0.00,NET30,PAID,Utilities - April,,h.davis@company.com,2023-04-16,2023-04-15 17:56:35,2023-04-16 11:51:29
INV001107,V0149,V0149-43331,2023-06-16,2023-06-16,2023-07-31,6012,CC600,BRL,23641.81,4784.06,0.202356,0.00,0.00,NET45,PAID,Security services - June,PO99848,a.chen@company.com,2023-06-23,2023-06-16 14:47:13,2023-06-23 14:32:04
INV001108,V0021,V0021-42996,2024-10-08,2024-10-12,2024-12-07,2008,CC910,USD,4868.37,4829.91,0.992100,391.54,0.00,NET60,PAID,Maintenance and support contract,PO82080,d.johnson@company.com,2024-10-17,2024-10-12 11:35:32,2024-10-17 14:26:13
INV001109,V0051,V0051-3214,2024-09-07,2024-09-10,2024-11-06,5000,CC211,USD,7503.18,7531.29,1.003747,0.00,0.00,NET60,PAID,Utilities - September,,b.patel@company.com,2024-09-12,2024-09-10 16:41:50,2024-09-12 15:33:41
INV001110,V0033,V0033-67944,2022-10-02,2022-10-02,2022-11-01,6012,CC700,EUR,32200.49,34248.63,1.063606,0.00,0.00,NET30,ON_HOLD,Hardware equipment purchase,PO86826,c.smith@company.com,2022-10-04,2022-10-02 14:49:09,2022-10-04 16:35:09
INV001111,V0194,V0194-31273,2023-04-04,2023-04-06,2023-05-19,6024,CC800,USD,973.34,979.68,1.006510,80.85,0.00,NET45,PARTIAL,Professional services - Q2 engagement,PO51442,a.chen@company.com,2023-04-10,2023-04-06 14:20:29,2023-04-10 15:39:26
INV001112,V0074,V0074-26035,2023-11-24,2023-11-26,2024-01-08,6014,CC100,ILS,36576.71,10142.43,0.277292,0.00,0.00,NET45,PAID,Marketing services - November campaign,PO53158,f.williams@company.com,2023-12-02,2023-11-26 07:43:54,2023-12-02 12:28:43
INV001113,V0092,V0092-17643,2022-07-11,2022-07-15,2022-09-09,6005,CC999,DKK,8730.85,1279.25,0.146521,0.00,0.00,NET60,OVERDUE,Office supplies and materials,PO58187,d.johnson@company.com,2022-07-16,2022-07-15 08:19:04,2022-07-16 11:56:30
INV001114,V0167,V0167-92954,2022-07-29,2022-07-30,2022-08-28,6025,CC401,USD,13920.13,14115.47,1.014033,1068.89,0.00,NET30,OPEN,Hardware equipment purchase,PO61582,b.patel@company.com,2022-08-05,2022-07-30 07:37:40,2022-08-05 14:56:55
INV001115,V0143,V0143-71480,2022-04-20,2022-04-21,2022-06-19,5006,CC400,USD,61805.78,62558.08,1.012172,0.00,0.00,NET60,PAID,Office supplies and materials,PO72000,e.garcia@company.com,2022-04-22,2022-04-21 10:52:49,2022-04-22 13:46:54
INV001116,V0096,V0096-3837,2022-05-16,2022-05-19,2022-06-15,5006,CC200,USD,40925.93,41111.16,1.004526,0.00,409.26,1_10_NET30,OPEN,Hardware equipment purchase,PO75302,f.williams@company.com,2022-05-23,2022-05-19 18:58:10,2022-05-23 16:58:45
INV001117,V0141,V0141-31608,2022-08-02,2022-08-06,2022-09-01,6002,CC900,USD,14698.56,14859.67,1.010961,0.00,293.97,2_10_NET30,PAID,Utilities - August,PO96755,e.garcia@company.com,2022-08-12,2022-08-06 09:52:14,2022-08-12 10:11:19
INV001118,V0121,V0121-10040,2025-01-31,2025-02-02,2025-03-02,6012,CC300,USD,54756.63,54838.87,1.001502,0.00,0.00,NET30,OPEN,Subscription renewal - annual,,e.garcia@company.com,2025-02-05,2025-02-02 13:54:30,2025-02-05 18:16:24
INV001119,V0042,V0042-46269,2025-03-18,2025-03-20,2025-04-17,6008,CC111,USD,375.45,381.78,1.016863,0.00,0.00,NET30,PAID,Training and development services,PO10385,f.williams@company.com,2025-03-21,2025-03-20 09:57:10,2025-03-21 08:32:42
INV001120,V0181,V0181-73327,2022-05-28,2022-06-02,2022-08-26,6021,CC400,EUR,6604.83,7278.39,1.101980,0.00,0.00,NET90,VOID,Office supplies and materials,PO60672,a.chen@company.com,2022-06-08,2022-06-02 16:16:52,2022-06-08 15:13:44
INV001121,V0144,V0144-38722,2022-02-22,2022-02-27,2022-03-24,1205,CC910,USD,122678.42,124201.47,1.012415,0.00,0.00,EOM,VOID,Staffing services - contract labor,,a.chen@company.com,2022-03-06,2022-02-27 09:27:54,2022-03-06 17:22:59
INV001122,V0184,V0184-96159,2025-04-13,2025-04-16,2025-05-13,6015,CC201,GBP,138393.59,173064.23,1.250522,9795.61,0.00,NET30_EOM,PAID,Subscription renewal - annual,PO59486,g.brown@company.com,2025-04-20,2025-04-16 13:04:00,2025-04-20 09:20:47
INV001123,V0079,V0079-37422,2022-12-23,2022-12-23,2023-01-22,5002,CC200,USD,75099.58,73999.07,0.985346,0.00,0.00,NET30_EOM,PARTIAL,Cloud infrastructure services,,d.johnson@company.com,2022-12-29,2022-12-23 14:27:35,2022-12-29 10:57:26
INV001124,V0198,V0198-98041,2022-02-03,2022-02-03,2022-03-05,6005,CC600,USD,243.34,244.45,1.004571,0.00,0.00,NET30,PARTIAL,Shipping and logistics,PO48504,a.chen@company.com,2022-02-08,2022-02-03 09:13:15,2022-02-08 12:04:29
INV001125,V0128,V0128-48250,2024-06-08,2024-06-10,2024-07-08,5002,CC500,USD,7383.52,7476.12,1.012542,510.84,147.67,2_10_NET30,PAID,Consulting fees - June project,PO18714,f.williams@company.com,2024-06-16,2024-06-10 17:24:57,2024-06-16 16:40:21
INV001126,V0052,V0052-84802,2023-01-10,2023-01-13,2023-03-11,6014,CC500,USD,19140.60,19409.18,1.014032,0.00,0.00,NET60,PAID,Monthly software license fee,PO81771,f.williams@company.com,2023-01-14,2023-01-13 09:47:51,2023-01-14 12:21:04
INV001127,V0068,V0068-36531,2023-08-14,2023-08-19,2023-09-28,5007,CC900,GBP,9572.21,12107.75,1.264886,0.00,0.00,NET45,PAID,Temporary staffing services,PO71449,d.johnson@company.com,2023-08-21,2023-08-19 08:16:59,2023-08-21 12:17:24
INV001128,V0028,V0028-49993,2024-09-14,2024-09-16,2024-10-14,6010,CC210,USD,6184.24,6097.37,0.985953,389.83,61.84,1_10_NET30,OPEN,Janitorial and facilities services,PO87286,f.williams@company.com,2024-09-18,2024-09-16 08:08:55,2024-09-18 18:00:18
INV001129,V0105,V0105-38409,2023-05-15,2023-05-18,2023-06-14,6006,CC501,USD,45157.13,45021.52,0.996997,0.00,903.14,2_10_NET30,PAID,Janitorial and facilities services,PO23094,h.davis@company.com,2023-05-20,2023-05-18 08:19:13,2023-05-20 16:05:20
INV001130,V0021,V0021-33790,2023-04-14,2023-04-17,2023-06-13,6006,CC501,USD,1171.83,1156.40,0.986833,105.48,0.00,NET60,PAID,Security services - April,PO69782,b.patel@company.com,2023-04-18,2023-04-17 16:42:25,2023-04-18 17:33:20
INV001131,V0043,V0043-44341,2024-07-19,2024-07-19,2024-10-17,6002,CC900,USD,243.83,245.31,1.006068,0.00,0.00,NET90,PAID,Staffing services - contract labor,,b.patel@company.com,2024-07-22,2024-07-19 11:11:45,2024-07-22 18:12:00
INV001132,V0018,V0018-25207,2023-02-04,2023-02-04,2023-03-06,5004,CC800,KRW,555.31,0.42,0.000748,0.00,0.00,NET30,OPEN,Monthly software license fee,PO28101,c.smith@company.com,2023-02-07,2023-02-04 18:06:06,2023-02-07 11:50:09
INV001133,V0131,V0131-63966,2022-03-17,2022-03-17,2022-04-16,5010,CC300,USD,1149.81,1141.52,0.992790,0.00,0.00,NET30,PAID,Shipping and logistics,PO42748,d.johnson@company.com,2022-03-24,2022-03-17 18:33:09,2022-03-24 09:08:54
INV001134,V0013,V0013-5129,2023-10-17,2023-10-18,2023-11-16,6023,CC910,KRW,68394.23,50.54,0.000739,3581.09,0.00,NET30_EOM,OPEN,Consulting fees - October project,PO22531,a.chen@company.com,2023-10-25,2023-10-18 08:07:48,2023-10-25 10:16:34
INV001135,V0074,V0074-76481,2022-07-26,2022-07-27,2022-09-09,5006,CC201,ILS,45568.46,12417.63,0.272505,0.00,0.00,NET45,PAID,Marketing services - July campaign,PO88342,e.garcia@company.com,2022-07-30,2022-07-27 13:43:18,2022-07-30 12:08:13
INV001136,V0157,V0157-53393,2023-09-04,2023-09-06,2023-10-19,6011,CC501,USD,1665.39,1684.91,1.011722,131.87,0.00,NET45,PAID,Training and development services,PO32789,a.chen@company.com,2023-09-12,2023-09-06 16:22:15,2023-09-12 13:48:29
INV001137,V0150,V0150-82933,2023-05-12,2023-05-14,2023-06-11,6013,CC900,CHF,603.29,679.39,1.126137,0.00,0.00,NET30,PAID,Legal services - May retainer,PO22073,f.williams@company.com,2023-05-20,2023-05-14 09:24:25,2023-05-20 12:52:21
INV001138,V0021,V0021-36063,2024-09-26,2024-09-29,2024-11-25,7005,CC402,USD,13107.48,13258.23,1.011501,990.20,0.00,NET60,OVERDUE,Training and development services,PO44943,h.davis@company.com,2024-10-06,2024-09-29 12:14:15,2024-10-06 13:54:37
INV001139,V0052,V0052-38819,2024-06-23,2024-06-25,2024-08-22,6025,CC500,USD,23990.70,23927.65,0.997372,0.00,0.00,NET60,PAID,Security services - June,PO63440,c.smith@company.com,2024-07-02,2024-06-25 17:56:49,2024-07-02 16:35:56
INV001140,V0082,V0082-21197,2023-08-17,2023-08-18,2023-10-16,6023,CC500,USD,5996.85,5995.37,0.999754,0.00,0.00,NET60,OVERDUE,Equipment lease payment,PO94011,h.davis@company.com,2023-08-25,2023-08-18 17:44:59,2023-08-25 13:12:47
INV001141,V0074,V0074-43464,2023-07-10,2023-07-11,2023-08-24,7000,CC400,ILS,24982.32,6820.75,0.273023,0.00,0.00,NET45,PAID,Temporary staffing services,PO23273,g.brown@company.com,2023-07-17,2023-07-11 15:09:18,2023-07-17 16:30:37
INV001142,V0196,V0196-80746,2025-01-23,2025-01-28,2025-02-22,5000,CC112,USD,364.80,362.68,0.994179,0.00,0.00,NET30,PAID,Hardware equipment purchase,PO77537,d.johnson@company.com,2025-02-03,2025-01-28 14:05:01,2025-02-03 10:01:31
INV001143,V0150,V0150-18144,2024-02-17,2024-02-17,2024-03-18,6005,CC201,CHF,1886.43,2136.04,1.132321,0.00,0.00,NET30,OPEN,Security services - February,PO73173,a.chen@company.com,2024-02-22,2024-02-17 09:24:46,2024-02-22 11:36:13
INV001144,V0042,V0042-38417,2024-03-26,2024-03-27,2024-04-25,6010,CC400,USD,334.42,338.21,1.011320,0.00,0.00,NET30,OVERDUE,Consulting fees - March project,,c.smith@company.com,2024-03-31,2024-03-27 18:18:22,2024-03-31 13:13:58
INV001145,V0191,V0191-15271,2024-07-31,2024-08-01,2024-08-30,6017,CC910,USD,1149.23,1165.81,1.014423,0.00,0.00,NET30,OVERDUE,Marketing services - July campaign,PO85059,e.garcia@company.com,2024-08-06,2024-08-01 17:05:42,2024-08-06 08:11:41
INV001146,V0124,V0124-95189,2023-08-22,2023-08-26,2023-09-21,6005,CC999,USD,250000.00,249100.00,0.996400,0.00,0.00,NET30,OPEN,Marketing services - August campaign,PO88653,b.patel@company.com,2023-08-27,2023-08-26 08:24:06,2023-08-27 09:22:50
INV001147,V0010,V0010-15888,2024-04-01,2024-04-06,2024-06-30,5007,CC999,USD,55060.54,54558.61,0.990884,0.00,0.00,NET90,PAID,Marketing services - April campaign,PO45674,e.garcia@company.com,2024-04-08,2024-04-06 14:58:42,2024-04-08 13:53:30
INV001148,V0067,V0067-90869,2023-07-15,2023-07-19,2023-08-14,6020,CC400,USD,1075.43,1055.88,0.981824,0.00,0.00,NET30,OPEN,Cloud infrastructure services,,b.patel@company.com,2023-07-26,2023-07-19 13:31:38,2023-07-26 10:02:04
INV001149,V0140,V0140-12946,2022-08-01,2022-08-04,2022-09-15,2000,CC400,USD,654.10,656.15,1.003134,0.00,0.00,NET45,OVERDUE,Monthly software license fee,PO50835,c.smith@company.com,2022-08-05,2022-08-04 09:33:35,2022-08-05 13:54:26
INV001150,V0104,V0104-72341,2022-03-09,2022-03-14,2022-04-23,7006,CC999,INR,2233.11,26.91,0.012049,0.00,0.00,NET45,PAID,Office supplies and materials,PO53139,e.garcia@company.com,2022-03-19,2022-03-14 11:56:09,2022-03-19 07:13:20
INV001151,V0136,V0136-9045,2024-09-06,2024-09-10,2024-10-21,1202,CC112,JPY,17652.16,118.20,0.006696,0.00,0.00,NET45,PARTIAL,Security services - September,PO20464,f.williams@company.com,2024-09-17,2024-09-10 14:06:54,2024-09-17 18:56:05
INV001152,V0037,V0037-27644,2022-10-04,2022-10-09,2022-12-03,5001,CC400,USD,106169.79,107979.88,1.017049,0.00,1061.70,1_10_NET60,PAID,Subscription renewal - annual,PO10564,c.smith@company.com,2022-10-14,2022-10-09 15:51:41,2022-10-14 08:18:05
INV001153,V0170,V0170-61211,2023-09-05,2023-09-07,2023-10-05,5002,CC700,USD,19561.27,19900.76,1.017355,0.00,0.00,NET30,PAID,Training and development services,PO76856,f.williams@company.com,2023-09-11,2023-09-07 13:18:55,2023-09-11 13:12:38
INV001154,V0177,V0177-11445,2022-03-18,2022-03-23,2022-06-16,6006,CC999,NZD,67063.07,42020.18,0.626577,0.00,0.00,NET90,OPEN,Maintenance and support contract,PO29890,b.patel@company.com,2022-03-26,2022-03-23 11:56:03,2022-03-26 08:45:15
INV001155,V0108,V0108-29546,2023-11-10,2023-11-10,2023-12-25,6003,CC501,NZD,1757.08,1100.74,0.626459,0.00,0.00,NET45,OVERDUE,Legal services - November retainer,PO52359,c.smith@company.com,2023-11-17,2023-11-10 17:31:47,2023-11-17 11:57:04
INV001156,V0119,V0119-38092,2024-09-23,2024-09-28,2024-10-23,6020,CC600,USD,56911.12,57101.77,1.003350,0.00,569.11,1_10_NET30,PAID,Training and development services,PO47005,d.johnson@company.com,2024-09-29,2024-09-28 07:23:06,2024-09-29 16:40:44
INV001157,V0139,V0139-60168,2023-12-14,2023-12-19,2024-02-12,6025,CC210,USD,94213.36,93706.96,0.994625,0.00,942.13,1_10_NET60,PAID,Maintenance and support contract,PO21327,h.davis@company.com,2023-12-21,2023-12-19 13:25:08,2023-12-21 17:23:25
INV001158,V0085,V0085-51171,2022-01-17,2022-01-20,2022-02-16,2001,CC110,USD,12499.78,12291.28,0.983320,0.00,0.00,NET30,OVERDUE,Hardware equipment purchase,,a.chen@company.com,2022-01-27,2022-01-20 13:32:41,2022-01-27 13:55:11
INV001159,V0163,V0163-59337,2022-07-30,2022-07-30,2022-08-14,2000,CC501,USD,57268.01,57059.96,0.996367,0.00,0.00,NET15,PAID,Equipment lease payment,PO28444,a.chen@company.com,2022-08-03,2022-07-30 13:10:12,2022-08-03 15:46:07
INV001160,V0053,V0053-19350,2023-04-15,2023-04-16,2023-05-15,6008,CC201,USD,30634.65,30236.40,0.987000,0.00,0.00,NET30,PARTIAL,Equipment lease payment,PO30387,d.johnson@company.com,2023-04-19,2023-04-16 16:37:38,2023-04-19 11:02:00
INV001161,V0013,V0013-96196,2025-02-09,2025-02-11,2025-03-11,6004,CC112,KRW,137946.62,102.36,0.000742,0.00,0.00,NET30_EOM,OPEN,Staffing services - contract labor,PO13893,f.williams@company.com,2025-02-13,2025-02-11 12:49:28,2025-02-13 09:10:49
INV001162,V0188,V0188-18203,2022-01-16,2022-01-19,2022-02-15,5009,CC402,EUR,50899.22,56234.07,1.104812,2649.14,0.00,EOM,PAID,Janitorial and facilities services,PO26728,a.chen@company.com,2022-01-26,2022-01-19 08:01:57,2022-01-26 11:06:39
INV001163,V0107,V0107-32796,2023-09-10,2023-09-10,2023-10-10,6011,CC200,USD,398.29,402.86,1.011466,0.00,0.00,NET30,PAID,Telecommunications services,PO63738,h.davis@company.com,2023-09-13,2023-09-10 18:56:40,2023-09-13 09:35:02
INV001164,V0161,V0161-89360,2025-02-11,2025-02-15,2025-03-13,5006,CC500,USD,61711.24,61025.07,0.988881,0.00,0.00,NET30,OPEN,Staffing services - contract labor,PO86701,b.patel@company.com,2025-02-21,2025-02-15 09:06:14,2025-02-21 17:39:46
INV001165,V0114,V0114-33844,2023-05-06,2023-05-11,2023-06-05,6002,CC910,USD,216257.78,212051.57,0.980550,0.00,0.00,NET30,OPEN,Equipment lease payment,,e.garcia@company.com,2023-05-17,2023-05-11 07:34:48,2023-05-17 11:11:36
INV001166,V0001,V0001-55932,2025-05-19,2025-05-22,2025-06-18,6009,CC110,USD,27912.14,28123.69,1.007579,1609.45,558.24,2_10_NET30,PAID,Monthly software license fee,PO16353,g.brown@company.com,2025-05-25,2025-05-22 13:29:15,2025-05-25 10:28:48
INV001167,V0142,V0142-6666,2022-06-19,2022-06-22,2022-07-19,5010,CC600,ILS,3279.51,895.51,0.273062,0.00,0.00,NET30,PAID,Telecommunications services,PO82330,a.chen@company.com,2022-06-24,2022-06-22 12:14:40,2022-06-24 07:32:17
INV001168,V0129,V0129-81735,2025-06-11,2025-06-12,2025-07-11,6012,CC500,USD,2695.97,2673.94,0.991830,239.12,0.00,NET30,PAID,Maintenance and support contract,PO11199,e.garcia@company.com,2025-06-18,2025-06-12 09:15:47,2025-06-18 09:57:16
INV001169,V0097,V0097-68146,2022-01-10,2022-01-10,2022-02-09,5008,CC600,USD,23084.61,23278.01,1.008378,0.00,0.00,NET30_EOM,PARTIAL,Staffing services - contract labor,,g.brown@company.com,2022-01-15,2022-01-10 08:20:34,2022-01-15 12:20:29
INV001170,V0186,V0186-4774,2024-02-26,2024-02-27,2024-03-07,6021,CC910,USD,1040.82,1053.68,1.012360,0.00,0.00,NET10,PAID,Subscription renewal - annual,PO37904,d.johnson@company.com,2024-03-04,2024-02-27 09:39:50,2024-03-04 12:43:38
INV001171,V0060,V0060-30129,2022-06-19,2022-06-21,2022-07-19,6012,CC200,ZAR,16134.11,872.13,0.054055,0.00,0.00,NET30_EOM,OVERDUE,Software development services,PO34093,b.patel@company.com,2022-06-25,2022-06-21 09:06:31,2022-06-25 11:10:38
INV001172,V0044,V0044-4465,2023-09-11,2023-09-11,2023-10-11,6002,CC900,SGD,144.87,110.51,0.762828,0.00,0.00,NET30,VOID,Temporary staffing services,PO63230,g.brown@company.com,2023-09-16,2023-09-11 10:30:54,2023-09-16 07:25:14
INV001173,V0091,V0091-99503,2022-03-09,2022-03-10,2022-04-08,5002,CC211,USD,4746.89,4763.29,1.003455,0.00,0.00,NET30,PAID,Monthly software license fee,PO15909,g.brown@company.com,2022-03-11,2022-03-10 17:37:03,2022-03-11 08:36:15
INV001174,V0069,V0069-49977,2025-06-21,2025-06-22,2025-07-21,6006,CC700,CHF,81.10,89.32,1.101397,0.00,0.00,NET30,OVERDUE,Maintenance and support contract,,f.williams@company.com,2025-06-26,2025-06-22 08:24:09,2025-06-26 09:53:21
INV001175,V0091,V0091-92752,2024-10-05,2024-10-05,2024-11-04,6007,CC402,USD,6107.72,6072.03,0.994156,306.14,0.00,NET30,PAID,Temporary staffing services,,c.smith@company.com,2024-10-07,2024-10-05 07:18:50,2024-10-07 12:46:51
INV001176,V0035,V0035-98373,2023-04-25,2023-04-25,2023-05-25,7006,CC600,EUR,95219.83,103170.88,1.083502,0.00,0.00,NET30,PAID,Utilities - April,PO67814,e.garcia@company.com,2023-05-02,2023-04-25 10:28:00,2023-05-02 18:07:39
INV001177,V0116,V0116-26665,2025-06-12,2025-06-17,2025-06-22,6024,CC111,USD,228196.44,229748.86,1.006803,16292.18,0.00,NET10,OVERDUE,Training and development services,PO55167,c.smith@company.com,2025-06-23,2025-06-17 14:41:57,2025-06-23 13:04:08
INV001178,V0184,V0184-21987,2025-02-08,2025-02-08,2025-03-10,6021,CC401,GBP,3630.53,4606.49,1.268821,0.00,0.00,NET30_EOM,PAID,Consulting fees - February project,PO19076,b.patel@company.com,2025-02-12,2025-02-08 14:40:35,2025-02-12 17:59:28
INV001179,V0151,V0151-83917,2024-05-25,2024-05-26,2024-06-24,5010,CC200,USD,72063.19,71057.69,0.986047,0.00,0.00,NET30_EOM,PAID,Temporary staffing services,PO28095,g.brown@company.com,2024-06-02,2024-05-26 17:33:46,2024-06-02 11:41:32
INV001180,V0073,V0073-66271,2022-06-21,2022-06-21,2022-07-21,5008,CC200,CAD,13462.96,10004.94,0.743146,0.00,134.63,1_10_NET30,OVERDUE,Subscription renewal - annual,,d.johnson@company.com,2022-06-26,2022-06-21 15:36:58,2022-06-26 18:09:55
INV001181,V0023,V0023-28155,2022-10-21,2022-10-23,2022-12-20,6004,CC999,AUD,43680.48,28792.34,0.659158,0.00,436.80,1_10_NET60,PARTIAL,Consulting fees - October project,,e.garcia@company.com,2022-10-24,2022-10-23 14:42:35,2022-10-24 10:51:43
INV001182,V0112,V0112-75727,2022-05-27,2022-05-29,2022-07-11,6024,CC800,USD,6284.36,6193.73,0.985578,0.00,0.00,NET45,OPEN,Shipping and logistics,,c.smith@company.com,2022-06-04,2022-05-29 13:25:18,2022-06-04 09:27:28
INV001183,V0073,V0073-49339,2022-05-11,2022-05-12,2022-06-10,6006,CC300,CAD,26575.09,19520.76,0.734551,0.00,265.75,1_10_NET30,PAID,Equipment lease payment,,f.williams@company.com,2022-05-18,2022-05-12 13:20:59,2022-05-18 13:39:30
INV001184,V0067,V0067-70328,2024-06-22,2024-06-26,2024-07-22,5009,CC501,USD,454.26,448.08,0.986390,0.00,0.00,NET30,PAID,Legal services - June retainer,,a.chen@company.com,2024-06-29,2024-06-26 13:40:08,2024-06-29 12:00:26
INV001185,V0182,V0182-55893,2023-11-01,2023-11-04,2023-12-31,6008,CC401,USD,9740.58,9880.36,1.014350,814.39,97.41,1_10_NET60,PAID,Consulting fees - November project,,g.brown@company.com,2023-11-10,2023-11-04 14:11:38,2023-11-10 10:47:20
INV001186,V0196,V0196-58783,2025-04-11,2025-04-12,2025-05-11,5007,CC300,USD,143.74,145.85,1.014659,0.00,0.00,NET30,VOID,Training and development services,,f.williams@company.com,2025-04-13,2025-04-12 09:09:50,2025-04-13 10:18:57
INV001187,V0176,V0176-91383,2022-01-13,2022-01-15,2022-02-12,6024,CC700,USD,820.90,828.22,1.008922,0.00,0.00,NET30,PAID,Hardware equipment purchase,,e.garcia@company.com,2022-01-21,2022-01-15 17:03:29,2022-01-21 07:13:14
INV001188,V0169,V0169-18557,2022-07-11,2022-07-13,2022-08-10,6004,CC200,USD,13501.87,13649.95,1.010967,0.00,135.02,1_10_NET30,PAID,Professional services - Q3 engagement,,e.garcia@company.com,2022-07-16,2022-07-13 08:45:59,2022-07-16 13:31:25
INV001189,V0142,V0142-2540,2024-03-20,2024-03-21,2024-04-19,6002,CC211,ILS,2387.03,658.52,0.275873,212.90,0.00,NET30,OVERDUE,Marketing services - March campaign,PO18829,c.smith@company.com,2024-03-28,2024-03-21 09:01:52,2024-03-28 07:57:56
INV001190,V0165,V0165-39296,2024-10-27,2024-10-29,2024-12-11,5002,CC300,USD,12981.19,13123.06,1.010929,0.00,0.00,NET45,PAID,Training and development services,,g.brown@company.com,2024-10-30,2024-10-29 15:10:44,2024-10-30 15:38:25
INV001191,V0028,V0028-92398,2023-02-28,2023-03-03,2023-03-30,2000,CC401,USD,18339.61,18442.40,1.005605,1758.18,183.40,1_10_NET30,PAID,Software development services,PO83700,f.williams@company.com,2023-03-07,2023-03-03 11:36:45,2023-03-07 07:07:55
INV001192,V0085,V0085-82478,2024-01-27,2024-01-27,2024-02-26,6024,CC210,USD,11171.14,11114.93,0.994968,0.00,0.00,NET30,OPEN,Cloud infrastructure services,PO53489,e.garcia@company.com,2024-01-31,2024-01-27 08:30:22,2024-01-31 15:45:44
INV001193,V0020,V0020-71895,2022-04-10,2022-04-11,2022-04-25,7002,CC800,GBP,88568.44,112828.75,1.273916,0.00,0.00,NET15,OPEN,Office supplies and materials,PO18028,e.garcia@company.com,2022-04-12,2022-04-11 11:15:04,2022-04-12 12:25:24
INV001194,V0112,V0112-10941,2023-03-14,2023-03-16,2023-04-28,5004,CC112,USD,64929.39,64343.60,0.990978,4796.05,0.00,NET45,ON_HOLD,Utilities - March,PO16545,d.johnson@company.com,2023-03-17,2023-03-16 16:40:00,2023-03-17 08:59:25
INV001195,V0103,V0103-50995,2023-08-01,2023-08-04,2023-08-31,5001,CC600,USD,2396.53,2401.22,1.001957,0.00,23.97,1_10_NET30,OPEN,Consulting fees - August project,,b.patel@company.com,2023-08-08,2023-08-04 16:33:44,2023-08-08 15:41:45
INV001196,V0034,V0034-58138,2022-07-11,2022-07-11,2022-08-10,6001,CC500,USD,100286.20,99982.53,0.996972,0.00,0.00,NET30,OVERDUE,Cloud infrastructure services,PO71606,g.brown@company.com,2022-07-15,2022-07-11 12:37:47,2022-07-15 18:33:12
INV001197,V0052,V0052-55240,2022-05-15,2022-05-18,2022-07-14,6023,CC401,USD,25385.17,25755.64,1.014594,0.00,0.00,NET60,PAID,Legal services - May retainer,PO56732,b.patel@company.com,2022-05-23,2022-05-18 12:27:20,2022-05-23 14:45:09
INV001198,V0082,V0082-48807,2023-05-06,2023-05-07,2023-07-05,6010,CC910,USD,4859.02,4911.59,1.010819,311.53,0.00,NET60,PAID,Shipping and logistics,PO22355,h.davis@company.com,2023-05-14,2023-05-07 18:30:21,2023-05-14 15:02:04
INV001199,V0172,V0172-36085,2024-05-21,2024-05-24,2024-06-20,6008,CC999,BRL,55.33,11.40,0.205996,0.00,0.00,NET30,ON_HOLD,Monthly software license fee,PO77559,f.williams@company.com,2024-05-26,2024-05-24 09:57:52,2024-05-26 14:11:30
